Code;Name;Role;OVA;POT;Championship;Country;Team;ID;Height;Weight;Foot;Role2;Role3;LChampionship;LC'ship Code;LTeam
MEX;Rodríguez L.;TD;75;75;Mexican Liga MX;Mexico;Tigres U.A.N.L.;192045;177;76;Right;ADA;;;;
BEL;Courtois T.;POR;88;89;Spain Primera Division;Spain;Real Madrid;192119;199;96;Left;;;;;
NZL;Wood C.;ATT;77;78;English Premier League;England;Burnley;192123;189;92;Right;;;;;
GER;Mustafi S.;DC;79;81;English Premier League;England;Arsenal;192227;184;82;Right;;;;;
FRA;Lasne P.;CC;75;75;French Ligue 1;France;Stade Brestois 29;192242;186;77;Left;CDC;;;;
BRA;Johnathan;ATT;77;77;Chinese Super League;China;Tianjin TEDA FC;192270;184;75;Right;COC;;;;
GER;Götze M.;AT;82;83;German 1. Bundesliga;Germany;Borussia Dortmund;192318;176;75;Right;COC;CC;;;
COL;Cardona E.;COC;76;77;Mexican Liga MX;Mexico;Pachuca;192342;183;92;Right;AS;;Mexican Liga MX;Mexico;Monterrey
MEX;Aquino J.;ES;75;75;Mexican Liga MX;Mexico;Tigres U.A.N.L.;192350;168;62;Right;;;;;
NED;Padt S.;POR;76;76;Holland Eredivisie;Netherlands;FC Groningen;192358;197;85;Right;;;;;
ARG;Otamendi N.;DC;83;83;English Premier League;England;Manchester City;192366;183;81;Right;;;;;
ITA;Immobile C.;ATT;86;86;Italian Serie A;Italy;Lazio;192387;185;85;Right;;;;;
BRA;Júnior Caiçara;TD;76;76;Turkish Super Lig;Turkey;Medipol Basaksehir FK;192427;173;70;Right;ED;;;;
GER;Ginczek D.;ATT;78;78;German 1. Bundesliga;Germany;VfL Wolfsburg;192445;190;85;Right;AD;;;;
GER;ter Stegen M.;POR;90;93;Spain Primera Division;Spain;FC Barcelona;192448;187;85;Right;;;;;
CHI;Orellana F.;ED;79;79;Spain Primera Division;Spain;SD Eibar;192492;171;64;Right;COC;ES;;;
BEL;Lukaku R.;ATT;85;86;Italian Serie A;Italy;Inter;192505;190;94;Left;;;;;
GER;Plattenhardt M.;TS;77;78;German 1. Bundesliga;Germany;Hertha BSC;192557;181;78;Left;;;;;
GER;Leno B.;POR;84;86;English Premier League;England;Arsenal;192563;190;83;Right;;;;;
TUR;Mallı Y.;ES;77;77;German 1. Bundesliga;Germany;VfL Wolfsburg;192565;179;72;Right;COC;CC;;;
GHA;Badu E.;CDC;75;75;Italian Serie A;Italy;Hellas Verona;192575;173;70;Right;CDC;;Italian Serie A;Italy;Udinese
MDA;Ioniţă A.;CC;75;75;Italian Serie A;Italy;Cagliari;192587;184;73;Right;COC;CDC;;;
CRO;Subašić D.;POR;80;80;French Ligue 1;France;AS Monaco;192593;191;84;Right;CC;;;;
BRA;Elkeson;ATT;79;79;Chinese Super League;China;Guangzhou Evergrande Taobao FC;192598;180;83;Right;AS;;;;
BIH;Jajalo M.;CC;76;76;Italian Serie A;Italy;Udinese;192612;182;81;Right;CDC;;;;
GER;Badstuber H.;DC;75;75;German 2. Bundesliga;Germany_2;VfB Stuttgart;192620;190;84;Left;CDC;;;;
IRL;Duffy S.;DC;78;80;English Premier League;England;Brighton & Hove Albion;192622;193;76;Right;;;;;
ESP;Iago Aspas;ATT;85;85;Spain Primera Division;Spain;RC Celta;192629;176;67;Left;AD;;;;
ESP;Marcos Alonso;TS;81;81;English Premier League;England;Chelsea;192638;188;87;Left;ASA;;;;
GER;Vogt K.;DC;80;80;German 1. Bundesliga;Germany;TSG 1899 Hoffenheim;192641;194;85;Right;;;;;
FRA;Charbonnier G.;ATT;75;75;French Ligue 1;France;Stade Brestois 29;192647;188;80;Right;;;;;
ESP;Kike García;ATT;79;79;Spain Primera Division;Spain;SD Eibar;192678;186;79;Right;ES;;;;
ESP;Escudero;TS;79;79;Spain Primera Division;Spain;Sevilla FC;192679;176;72;Left;ES;;;;
BRA;Carlos Eduardo;COC;77;77;Saudi Abdul L. Jameel League;Arabia;Al Hilal;192708;184;74;Right;CC;;;;
FRA;Hamouma R.;ED;76;76;French Ligue 1;France;AS Saint-Étienne;192722;178;76;Right;AT;AD;;;
GRE;Manolas K.;DC;85;86;Italian Serie A;Italy;Napoli;192774;189;83;Right;;;;;
ESP;Mario Gaspar;TD;79;79;Spain Primera Division;Spain;Villarreal CF;192789;182;74;Right;ED;DC;;;
URU;Cabrera L.;DC;79;82;Spain Primera Division;Spain;Getafe CF;192816;187;80;Left;TS;;;;
ITA;Giaccherini E.;COC;75;75;Italian Serie B;Italy_2;Chievo Verona;192841;167;60;Right;AS;CC;;;
ARM;Mkhitaryan H.;ED;81;81;English Premier League;England;Arsenal;192883;177;75;Right;COC;AD;;;
ARG;Rodríguez L.;ATT;77;77;Argentina Primera Division;Argentina;Club Atlético Colón;192906;168;71;Right;COC;AT;;;
BEL;Casteels K.;POR;83;85;German 1. Bundesliga;Germany;VfL Wolfsburg;192984;197;86;Left;;;;;
BEL;De Bruyne K.;COC;91;91;English Premier League;England;Manchester City;192985;181;70;Right;CC;;;;
TUR;Tosun C.;ATT;77;77;English Premier League;England;Everton;192991;183;78;Right;;;;;
ENG;Cook S.;DC;78;78;English Premier League;England;Bournemouth;193011;185;82;Right;;;;;
CRC;Navas K.;POR;87;87;Spain Primera Division;Spain;Real Madrid;193041;185;80;Right;;;;;
ARG;Pereyra R.;ES;80;80;English Premier League;England;Watford;193061;182;77;Right;COC;;;;
ESP;De Gea;POR;89;90;English Premier League;England;Manchester United;193080;192;82;Right;;;;;
COL;Cuadrado J.;ED;83;83;Italian Serie A;Italy;Juventus;193082;179;72;Right;AD;;;;
FRA;Areola A.;POR;82;86;French Ligue 1;France;Paris Saint-Germain;193105;195;94;Right;;;;;
FRA;Gonalons M.;CDC;75;75;Italian Serie A;Italy;Roma;193116;187;76;Right;CC;;;;
GER;Schürrle A.;AS;76;76;Russian Premier League;Russia;Spartak Moscow;193130;183;71;Right;AD;ES;;;
ESP;Herrerín;POR;79;79;Spain Primera Division;Spain;Athletic Club de Bilbao;193152;187;89;Right;;;;;
NED;Pröpper D.;CC;77;78;English Premier League;England;Brighton & Hove Albion;193158;185;79;Right;CDC;;;;
MEX;Corona J.;ED;81;82;Portuguese Liga ZON SAGRES;Portugal;FC Porto;193165;173;62;Right;TD;;;;
ESP;Jaume Costa;TS;78;78;Spain Primera Division;Spain;Valencia CF;193171;171;62;Left;;;Spain Primera Division;Spain;Villarreal CF
PHI;Etheridge N.;POR;75;77;English League Championship;England_2;Cardiff City;193186;191;89;Right;;;;;
SRB;Gudelj N.;CDC;77;78;Spain Primera Division;Spain;Sevilla FC;193198;187;73;Right;CC;;;;
DEN;Delaney T.;CDC;82;83;German 1. Bundesliga;Germany;Borussia Dortmund;193283;182;79;Left;CC;;;;
DEN;Braithwaite M.;ATT;75;75;Spain Primera Division;Spain;CD Leganés;193290;177;73;Right;;;;;
FRA;Lacazette A.;ATT;86;86;English Premier League;England;Arsenal;193301;175;73;Right;;;;;
GER;Bargfrede P.;CDC;75;75;German 1. Bundesliga;Germany;SV Werder Bremen;193311;174;71;Right;;;;;
ESP;Aitor;POR;76;79;Spain Primera Division;Spain;Levante UD;193314;182;78;Right;;;;;
ITA;Destro M.;ATT;75;75;Italian Serie A;Italy;Bologna;193338;182;80;Right;;;;;
SUI;Shaqiri X.;AD;82;82;English Premier League;England;Liverpool;193348;169;72;Left;ED;;;;
SUI;Rodríguez R.;TS;80;83;Italian Serie A;Italy;Milan;193352;180;77;Right;DC;;;;
ITA;Soriano R.;COC;78;78;Italian Serie A;Italy;Bologna;193361;182;76;Right;CC;ES;;;
SUI;Seferović H.;ATT;79;80;Portuguese Liga ZON SAGRES;Portugal;SL Benfica;193408;189;85;Left;;;;;
GER;Behrens H.;CC;75;75;German 2. Bundesliga;Germany_2;1. FC Nürnberg;193425;188;82;Right;CDC;;;;
NED;Viergever N.;DC;76;76;Holland Eredivisie;Netherlands;PSV;193440;183;77;Left;TS;;;;
ESP;Víctor Ruiz;DC;79;79;Turkish Super Lig;Turkey;Besiktas JK;193469;185;78;Left;;;;;
SEN;Gueye I.;CDC;83;83;French Ligue 1;France;Paris Saint-Germain;193474;174;66;Right;;;;;
RUS;Mário Fernandes;ADA;82;82;Russian Premier League;Russia;PFC CSKA Moscow;193525;187;80;Right;ED;;;;
CHI;Medel G.;CDC;78;78;Turkish Super Lig;Turkey;Besiktas JK;193532;171;65;Right;DC;;;;
AUT;Burgstaller G.;ATT;77;77;German 1. Bundesliga;Germany;FC Schalke 04;193584;187;80;Right;AS;;;;
ARG;Pezzella G.;DC;79;81;Italian Serie A;Italy;Fiorentina;193601;186;81;Right;;;;;
FRA;Chavalerin X.;CDC;75;75;French Ligue 1;France;Stade de Reims;193683;179;69;Left;CC;;;;
POR;Fábio Espinho;COC;75;75;Portuguese Liga ZON SAGRES;Portugal;Boavista FC;193692;174;67;Right;CC;;;;
GER;Baumann O.;POR;82;83;German 1. Bundesliga;Germany;TSG 1899 Hoffenheim;193698;187;82;Right;;;;;
MAR;Belhanda Y.;COC;80;80;Turkish Super Lig;Turkey;Galatasaray SK;193738;179;75;Right;CC;;;;
ESP;Koke;ED;85;85;Spain Primera Division;Spain;Atlético Madrid;193747;176;74;Right;ES;CC;;;
ITA;Rômulo;ED;77;77;Italian Serie A;Italy;Genoa;193839;178;72;Right;CC;TD;;;
ESP;Portillo;ED;76;76;Spain Primera Division;Spain;Getafe CF;193844;169;60;Right;ES;;;;
GER;Didavi D.;COC;78;78;German 2. Bundesliga;Germany_2;VfB Stuttgart;193886;180;77;Left;CC;;;;
PAR;Pérez H.;ED;76;76;;;;193887;180;71;Right;ES;;;;
ALG;Delort A.;ATT;78;79;French Ligue 1;France;Montpellier HSC;193983;181;83;Right;AD;;;;
POR;André Almeida;TD;81;81;Portuguese Liga ZON SAGRES;Portugal;SL Benfica;194022;185;80;Right;;;;;
TUR;Potuk A.;COC;75;75;Turkish Super Lig;Turkey;Fenerbahçe SK;194079;177;67;Right;ES;ED;;;
BRA;Leonardo;ES;75;75;Chinese Super League;China;Tianjin Quanjian FC;194135;173;79;Left;ED;;;;
ENG;Gray A.;ATT;76;76;English Premier League;England;Watford;194138;180;78;Right;;;;;
SWE;Jansson P.;DC;76;77;English League Championship;England_2;Brentford;194201;196;86;Right;;;;;
MAR;El Arabi Y.;ATT;77;77;Super League Greece;Greece;Olympiacos CFP;194209;182;84;Right;;;;;
ESP;Laguardia;DC;79;80;Spain Primera Division;Spain;Deportivo Alavés;194222;185;80;Right;;;;;
ESP;Hugo Mallo;TD;78;78;Spain Primera Division;Spain;RC Celta;194229;173;69;Right;;;;;
POL;Gikiewicz R.;POR;75;75;German 1. Bundesliga;Germany;1. FC Union Berlin;194333;190;81;Right;;;;;
JPN;Nagatomo Y.;TS;75;75;Turkish Super Lig;Turkey;Galatasaray SK;194359;170;68;Right;TD;;;;
BRA;Neto;POR;85;86;Spain Primera Division;Spain;FC Barcelona;194404;190;84;Right;;;;;
ESP;Montoya;TD;76;76;English Premier League;England;Brighton & Hove Albion;194644;175;73;Right;ADA;;;;
ALG;Belfodil I.;ATT;79;79;German 1. Bundesliga;Germany;TSG 1899 Hoffenheim;194728;191;86;Right;;;;;
ESP;Borja García;ES;75;75;Spanish Segunda Division;Spain_2;Girona FC;194761;175;72;Right;AT;CC;;;
FRA;Griezmann A.;AT;89;89;Spain Primera Division;Spain;FC Barcelona;194765;176;73;Left;ATT;AS;;;
BRA;Renan Ribeiro;POR;77;78;Portuguese Liga ZON SAGRES;Portugal;Sporting CP;194781;193;87;Right;;;;;
UKR;Yarmolenko A.;ED;79;79;English Premier League;England;West Ham United;194794;190;83;Left;AD;;;;
ENG;Dawson C.;DC;75;75;English Premier League;England;Watford;194806;188;82;Right;;;;;
TUN;Khazri W.;ATT;79;79;French Ligue 1;France;AS Saint-Étienne;194845;176;82;Right;COC;;;;
ESP;Sergi Enrich;ATT;80;80;Spain Primera Division;Spain;SD Eibar;194879;181;77;Right;;;;;
ESP;Adrián;POR;76;76;English Premier League;England;Liverpool;194911;190;80;Right;;;;;
ENG;Townsend A.;ED;78;78;English Premier League;England;Crystal Palace;194932;178;73;Left;ATT;AD;;;
ENG;Jones P.;DC;79;80;English Premier League;England;Manchester United;194957;185;71;Right;;;;;
AUS;Mooy A.;CC;76;76;English Premier League;England;Brighton & Hove Albion;194958;173;72;Right;CDC;;English League Championship;England_2;Huddersfield Town
POR;Tiago Pinto;TS;75;75;Turkish Super Lig;Turkey;MKE Ankaragücü;194979;177;70;Left;;;;;
ESP;Borja Bastón;ATT;75;78;English League Championship;England_2;Swansea City;194996;186;83;Right;;;;;
AUT;Kainz F.;ES;75;76;German 1. Bundesliga;Germany;1. FC Köln;195038;176;71;Right;CC;COC;;;
CRO;Lovren D.;DC;80;80;English Premier League;England;Liverpool;195086;188;84;Right;;;;;
SRB;Ninković M.;COC;75;75;Australian Hyundai A-League;Australia;Sydney FC;195088;180;76;Right;ES;;;;
BRA;Willian José;ATT;82;83;Spain Primera Division;Spain;Real Sociedad;195093;189;93;Right;;;;;
BRA;Fransérgio;CC;77;77;Portuguese Liga ZON SAGRES;Portugal;SC Braga;195096;187;82;Right;;;;;
SCO;Cairney T.;COC;78;78;English League Championship;England_2;Fulham;195202;186;84;Left;CC;;;;
ESP;Javi López;TD;75;75;Spain Primera Division;Spain;RCD Espanyol;195361;180;76;Right;ADA;;;;
SVN;Kampl K.;CC;83;83;German 1. Bundesliga;Germany;RB Leipzig;195365;178;67;Right;COC;CDC;;;
ENG;Tavernier J.;TD;75;76;Scottish Premiership;Scotland;Rangers FC;195479;182;75;Right;;;;;
ISL;Finnbogason A.;ATT;78;78;German 1. Bundesliga;Germany;FC Augsburg;195586;184;80;Right;;;;;
ESP;Joel Robles;POR;78;79;Spain Primera Division;Spain;Real Betis;195668;195;90;Right;;;;;
ENG;Austin C.;ATT;75;75;English League Championship;England_2;West Bromwich Albion;195671;188;84;Right;;;;;
ENG;Ings D.;ATT;76;77;English Premier League;England;Southampton;195859;178;73;Right;;;;;
FRA;Pogba P.;CC;88;91;English Premier League;England;Manchester United;195864;191;84;Right;CDC;;;;
CHI;Fuenzalida J.;AD;75;75;Chilian Campeonato Nacional;Chile;Universidad Católica;196069;170;67;Right;ED;TD;;;
COL;Pabón D.;AD;76;76;Mexican Liga MX;Mexico;Monterrey;196143;174;74;Right;ED;;;;
COL;Martínez J.;ATT;76;76;Portuguese Liga ZON SAGRES;Portugal;Portimonense SC;196144;185;80;Right;;;;;
COL;Moreno G.;COC;76;76;Chinese Super League;China;Shanghai Greenland Shenhua FC;196147;192;83;Left;CC;AD;;;
COL;Gutiérrez T.;ATT;76;76;Colombian Liga Postobon;Colombia;Junior FC;196150;177;81;Right;;;;;
ARG;Pérez E.;CDC;79;79;Argentina Primera Division;Argentina;River Plate;196432;178;77;Right;CC;;;;
MOZ;Mexer;DC;76;76;French Ligue 1;France;FC Girondins de Bordeaux;196801;188;79;Right;;;;;
ITA;Verdi S.;ES;80;80;Italian Serie A;Italy;Napoli;196889;171;61;Left;AD;;;;
CPV;Héldon;ED;76;76;Saudi Abdul L. Jameel League;Arabia;Al Taawoun;196899;173;74;Right;ES;;;;
TUR;Özkakup O.;CC;77;79;Turkish Super Lig;Turkey;Besiktas JK;196934;180;75;Right;CDC;COC;;;
ENG;Wilson C.;ATT;80;81;English Premier League;England;Bournemouth;196978;180;66;Right;;;;;
CMR;Matip J.;DC;82;84;English Premier League;England;Liverpool;197061;194;90;Right;;;;;
ITA;Caligiuri D.;ADA;79;79;German 1. Bundesliga;Germany;FC Schalke 04;197083;182;80;Right;TD;ED;;;
URU;Lodeiro N.;COC;78;78;USA Major League Soccer;Usa;Seattle Sounders FC;197225;170;69;Left;ED;AT;;;
POL;Krychowiak G.;CDC;78;78;Russian Premier League;Russia;Lokomotiv Moscow;197242;186;85;Right;CC;;;;
AUT;Alaba D.;TS;85;86;German 1. Bundesliga;Germany;FC Bayern München;197445;180;78;Left;DC;;;;
URU;Coates S.;DC;82;82;Portuguese Liga ZON SAGRES;Portugal;Sporting CP;197655;196;92;Right;;;;;
FRA;Imbula G.;CC;75;78;English League Championship;England_2;Stoke City;197681;186;77;Left;CDC;;;;
GHA;Ayew J.;ATT;75;75;English Premier League;England;Crystal Palace;197756;182;81;Right;;;;;
ESP;Isco;COC;86;87;Spain Primera Division;Spain;Real Madrid;197781;176;79;Right;CC;AS;;;
FRA;Martin J.;CC;77;77;French Ligue 1;France;RC Strasbourg Alsace;197813;182;70;Right;COC;;;;
BEL;Boyata D.;DC;76;76;German 1. Bundesliga;Germany;Hertha BSC;197837;188;84;Right;;;;;
CIV;Aurier S.;TD;79;80;English Premier League;England;Tottenham Hotspur;197853;176;76;Right;ADA;;;;
ESP;Juanmi;AS;77;78;Spain Primera Division;Spain;Real Betis;197891;172;69;Right;ATT;ES;;;
FRA;Lejeune F.;DC;78;80;English Premier League;England;Newcastle United;197948;189;89;Right;;;;;
POR;Pizzi;ED;84;84;Portuguese Liga ZON SAGRES;Portugal;SL Benfica;197965;177;72;Right;CC;;;;
ITA;Perin M.;POR;82;86;Italian Serie A;Italy;Juventus;198009;188;77;Right;;;;;
ESP;Ximo Navarro;DC;75;75;Spain Primera Division;Spain;Deportivo Alavés;198023;176;75;Right;TD;;;;
POR;Sérgio Oliveira;CC;78;79;Portuguese Liga ZON SAGRES;Portugal;FC Porto;198031;181;78;Right;CDC;;;;
GER;Herrmann P.;ED;77;77;German 1. Bundesliga;Germany;Borussia Mönchengladbach;198077;179;70;Right;AD;;;;
GER;Höger M.;CDC;76;76;German 1. Bundesliga;Germany;1. FC Köln;198113;182;83;Right;CC;;;;
FRA;Guilavogui J.;CDC;80;81;German 1. Bundesliga;Germany;VfL Wolfsburg;198118;188;77;Right;CC;;;;
BRA;Caio;ATT;75;75;UAE Arabian Gulf League;UAE;Al Ain FC;198128;178;68;Right;AD;ED;;;
PAR;Ortíz C.;CDC;76;76;Mexican Liga MX;Mexico;Monterrey;198129;175;70;Left;CC;;;;
ARG;Funes Mori R.;ATT;77;77;Mexican Liga MX;Mexico;Monterrey;198140;184;81;Right;;;;;
ESP;Bartra;DC;83;84;Spain Primera Division;Spain;Real Betis;198141;184;73;Right;;;;;
NED;de Vrij S.;DC;84;85;Italian Serie A;Italy;Inter;198176;189;78;Right;;;;;
FRA;Stambouli B.;DC;78;78;German 1. Bundesliga;Germany;FC Schalke 04;198200;180;82;Right;CDC;;;;
ITA;Insigne L.;AT;87;87;Italian Serie A;Italy;Napoli;198219;163;59;Right;AS;ATT;;;
ESP;Rodrigo;ATT;83;83;Spain Primera Division;Spain;Valencia CF;198329;182;77;Left;;;;;
ARG;Jara F.;ATT;75;75;Mexican Liga MX;Mexico;Pachuca;198347;180;77;Right;;;;;
ESP;Tomás Pina;CC;77;77;Spain Primera Division;Spain;Deportivo Alavés;198368;184;78;Right;CDC;;;;
GHA;Waris M.;ED;75;75;Portuguese Liga ZON SAGRES;Portugal;FC Porto;198420;172;71;Right;ATT;;;;
SUI;Drmić J.;ATT;75;76;English Premier League;England;Norwich City;198504;183;81;Right;ED;;;;
POR;Cláudio Ramos;POR;77;80;Portuguese Liga ZON SAGRES;Portugal;CD Tondela;198513;182;78;Right;;;;;
COL;Murillo O.;DC;75;75;Mexican Liga MX;Mexico;Pachuca;198581;184;83;Left;;;;;
ESP;Raúl Navas;DC;76;76;Spain Primera Division;Spain;CA Osasuna;198614;186;84;Right;;;Spain Primera Division;Spain;Real Sociedad
GER;Drexler D.;COC;75;75;German 1. Bundesliga;Germany;1. FC Köln;198617;182;71;Right;CC;ES;;;
MAR;Labyad Z.;COC;75;77;Holland Eredivisie;Netherlands;Ajax;198640;175;65;Right;AS;;;;
NOR;Svensson J.;TD;75;77;Holland Eredivisie;Netherlands;AZ Alkmaar;198657;170;70;Right;CC;;;;
NOR;Midtsjø F.;CC;77;78;Holland Eredivisie;Netherlands;AZ Alkmaar;198658;176;70;Right;CDC;;;;
ITA;Gabbiadini M.;ATT;76;77;Italian Serie A;Italy;Sampdoria;198683;181;75;Left;;;;;
ESP;Luis Alberto;COC;84;86;Italian Serie A;Italy;Lazio;198706;183;74;Right;CC;AT;;;
COL;Rodríguez J.;COC;85;85;Spain Primera Division;Spain;Real Madrid;198710;180;75;Left;CC;ED;;;
ESP;Sergio León;ATT;77;77;Spain Primera Division;Spain;Levante UD;198715;178;73;Right;ED;;;;
CIV;Zaha W.;AT;83;85;English Premier League;England;Crystal Palace;198717;180;66;Right;ES;AS;;;
ENG;Redmond N.;ES;77;80;English Premier League;England;Southampton;198719;173;69;Right;AS;AT;;;
ALG;Taïder S.;CC;76;76;USA Major League Soccer;Usa;Montreal Impact;198760;180;79;Right;AS;;Italian Serie A;Italy;Bologna
ENG;Oxlade-Chamberlain A.;CC;80;83;English Premier League;England;Liverpool;198784;175;70;Right;ED;;;;
FRA;Mendy N.;CDC;75;75;English Premier League;England;Leicester City;198861;167;73;Right;CC;;;;
ITA;D'Ambrosio D.;TD;75;75;Italian Serie A;Italy;Inter;198946;180;75;Right;TS;;;;
FRA;Malcuit K.;TD;78;78;Italian Serie A;Italy;Napoli;198949;178;77;Right;ED;;;;
ESP;Pablo Sarabia;COC;83;84;French Ligue 1;France;Paris Saint-Germain;198950;174;70;Left;CC;ED;;;
COD;Bakambu C.;ATT;82;82;Chinese Super League;China;Beijing Sinobo Guoan FC;198951;182;74;Right;;;;;
AUS;Ryan M.;POR;80;82;English Premier League;England;Brighton & Hove Albion;199005;184;82;Right;;;;;
CHI;Aránguiz C.;CC;83;83;German 1. Bundesliga;Germany;Bayer 04 Leverkusen;199042;171;70;Right;CDC;;;;
CMR;Aboubakar V.;ATT;78;79;Portuguese Liga ZON SAGRES;Portugal;FC Porto;199069;184;82;Right;;;;;
COL;Muriel L.;ATT;80;80;Italian Serie A;Italy;Atalanta;199110;179;79;Right;;;;;
ESP;Sergio Álvarez;CDC;75;78;Spain Primera Division;Spain;SD Eibar;199158;183;74;Right;CC;;;;
ENG;Barkley R.;COC;79;82;English Premier League;England;Chelsea;199189;185;87;Right;CC;;;;
CRO;Vida D.;DC;80;80;Turkish Super Lig;Turkey;Besiktas JK;199206;184;76;Right;TD;;;;
BRA;João Pedro;AT;76;76;Italian Serie A;Italy;Cagliari;199254;184;73;Right;COC;;;;
BRA;Danilo;TD;79;79;Italian Serie A;Italy;Juventus;199304;184;78;Right;TS;;;;
ESP;Lucas Pérez;ATT;77;77;Spain Primera Division;Spain;Deportivo Alavés;199354;180;73;Left;ED;;;;
FRA;Pallois N.;DC;79;79;French Ligue 1;France;FC Nantes;199393;189;89;Left;;;;;
ESP;Ibai Gómez;ED;80;80;Spain Primera Division;Spain;Athletic Club de Bilbao;199416;177;72;Right;AD;ES;;;
TUR;Tekin H.;POR;76;77;Turkish Super Lig;Turkey;Fenerbahçe SK;199417;187;78;Right;;;;;
NED;Clasie J.;CC;76;76;Holland Eredivisie;Netherlands;AZ Alkmaar;199422;169;66;Right;CDC;;;;
SRB;Tadić D.;COC;84;84;Holland Eredivisie;Netherlands;Ajax;199434;181;76;Left;AS;ATT;;;
AUT;Gregoritsch M.;COC;78;82;German 1. Bundesliga;Germany;FC Augsburg;199439;193;87;Left;ATT;;;;
FRA;Ben Yedder W.;ATT;83;83;French Ligue 1;France;AS Monaco;199451;170;68;Right;;;;;
POR;Lopes A.;POR;85;87;French Ligue 1;France;Olympique Lyonnais;199482;184;81;Left;;;;;
SUI;Xhaka G.;CC;81;84;English Premier League;England;Arsenal;199503;185;82;Left;CDC;;;;
ITA;Verratti M.;CC;86;89;French Ligue 1;France;Paris Saint-Germain;199556;165;60;Right;CDC;;;;
ITA;Inglese R.;ATT;76;76;Italian Serie A;Italy;Parma;199559;186;85;Right;;;Italian Serie A;Italy;Napoli
ESP;Nolito;ES;78;78;Spain Primera Division;Spain;Sevilla FC;199561;175;72;Right;AS;;;;
ESP;Sergi Roberto;TD;82;83;Spain Primera Division;Spain;FC Barcelona;199564;178;68;Right;ED;CC;;;
ESP;Jordi Masip;POR;81;82;Spain Primera Division;Spain;Real Valladolid CF;199575;180;76;Right;;;;;
ESP;Oriol Romeu;CDC;76;78;English Premier League;England;Southampton;199576;183;83;Right;CC;;;;
ESP;Sergi Gómez;DC;80;82;Spain Primera Division;Spain;Sevilla FC;199577;185;80;Right;;;;;
SWE;Guidetti J.;ATT;76;77;Spain Primera Division;Spain;Deportivo Alavés;199602;185;80;Right;;;;;
POR;André André;CC;77;77;Portuguese Liga ZON SAGRES;Portugal;Vitória Guimarães;199626;174;67;Right;CDC;;;;
ENG;Lowton M.;TD;75;75;English Premier League;England;Burnley;199633;181;78;Right;;;;;
BEL;Sels M.;POR;78;81;French Ligue 1;France;RC Strasbourg Alsace;199641;190;88;Right;;;;;
BEL;Praet D.;CC;76;81;English Premier League;England;Leicester City;199652;181;78;Right;COC;;;;
ARG;Funes Mori R.;DC;77;78;Spain Primera Division;Spain;Villarreal CF;199667;186;79;Left;;;;;
ARG;González Pirez L.;DC;75;78;USA Major League Soccer;Usa;Atlanta United;199669;185;80;Right;;;;;
ESP;Vitolo;ES;79;79;Spain Primera Division;Spain;Atlético Madrid;199715;185;79;Right;ED;;;;
AUT;Royer D.;ES;75;75;USA Major League Soccer;Usa;New York Red Bulls;199729;177;73;Right;AS;ED;;;
ANG;Wilson Eduardo;AD;77;77;Portuguese Liga ZON SAGRES;Portugal;SC Braga;199737;179;73;Right;ATT;;;;
NED;van Ginkel M.;CC;77;78;English Premier League;England;Chelsea;199767;186;82;Right;;;;;
ESP;Campaña;CC;80;83;Spain Primera Division;Spain;Levante UD;199823;179;70;Right;CDC;;;;
CHI;Hernández P.;CC;77;77;Argentina Primera Division;Argentina;Independiente;199827;185;81;Left;COC;CDC;;;
GER;Unnerstall L.;POR;76;78;Holland Eredivisie;Netherlands;PSV;199833;198;103;Right;;;;;
ITA;Acerbi F.;DC;83;83;Italian Serie A;Italy;Lazio;199845;192;88;Left;;;;;
DEN;Jørgensen N.;ATT;76;76;Holland Eredivisie;Netherlands;Feyenoord;199852;190;83;Right;;;;;
BRA;Allan;CC;85;85;Italian Serie A;Italy;Napoli;199914;175;74;Right;;;;;
ENG;Dunk L.;DC;78;80;English Premier League;England;Brighton & Hove Albion;199915;192;88;Right;;;;;
TUR;Çolak E.;COC;75;75;Saudi Abdul L. Jameel League;Arabia;Al Wehda;199952;169;67;Left;ED;;;;
ESP;Arbilla;DC;77;77;Spain Primera Division;Spain;SD Eibar;199986;178;76;Right;TD;TS;;;
NED;Cillessen J.;POR;83;84;Spain Primera Division;Spain;Valencia CF;199987;185;83;Right;;;;;
EQG;Pedro Obiang;CDC;77;78;Italian Serie A;Italy;Sassuolo;200054;185;75;Right;CC;;;;
KOR;Son H.;AT;87;88;English Premier League;England;Tottenham Hotspur;200104;183;78;Right;ES;;;;
NED;Bizot M.;POR;77;79;Holland Eredivisie;Netherlands;AZ Alkmaar;200110;194;85;Right;;;;;
BRA;Casemiro;CDC;87;89;Spain Primera Division;Spain;Real Madrid;200145;185;84;Right;;;;;
BEL;Vanaken H.;COC;80;82;Belgian Jupiler Pro League;Belgium;Club Brugge KV;200155;195;80;Right;AT;;;;
ARG;Blandi N.;ATT;75;75;Argentina Primera Division;Argentina;San Lorenzo de Almagro;200197;181;76;Right;;;;;
GER;Esser M.;POR;77;77;German 2. Bundesliga;Germany_2;Hannover 96;200212;198;97;Right;;;;;
GER;Rode S.;CDC;78;78;German 1. Bundesliga;Germany;Eintracht Frankfurt;200215;179;75;Right;CC;;;;
NED;Maher A.;CC;76;79;Holland Eredivisie;Netherlands;FC Utrecht;200223;175;76;Right;;;;;
